AM;2.0.0;WSO2-CARBON-PATCH-4.4.0-1389
AM-Analytics;2.0.0;WSO2-CARBON-PATCH-4.4.0-1389
CEP;4.0.0;WSO2-CARBON-PATCH-4.4.0-1393
CEP;4.1.0;WSO2-CARBON-PATCH-4.4.0-1390
DAS;3.0.0;WSO2-CARBON-PATCH-4.4.0-1392
DAS;3.0.1;WSO2-CARBON-PATCH-4.4.0-1391
ESB-Analytics;5.0.0;WSO2-CARBON-PATCH-4.4.0-1388
IOT;3.0.0;WSO2-CARBON-PATCH-4.4.0-1396
