AM;1.10.0;WSO2-CARBON-PATCH-4.4.0-1050
APPM;1.2.0;WSO2-CARBON-PATCH-4.4.0-1059
GREG;5.0.0;WSO2-CARBON-PATCH-4.4.0-1050
GREG;5.0.1;WSO2-CARBON-PATCH-4.4.0-1054
GREG;5.1.0;WSO2-CARBON-PATCH-4.4.0-1057
GREG;5.2.0;WSO2-CARBON-PATCH-4.4.0-1060
GREG;5.3.0;WSO2-CARBON-PATCH-4.4.0-1071
IOT;3.0.0;WSO2-CARBON-PATCH-4.4.0-1062
